time;RSSI;RSRP;SINR;RSRQ;TX POWER;PCC RXD RSRP;PCC RXD RSSI;PCC RXM RSRP;PCC RXM RSSI;SCC RXD RSRP;SCC RXD RSSI;SCC RXM RSRP;SCC RXM RSSI;BAND;BW;RX CHAN;TX CHAN;SCELL BAND;SCELL BW;SCELL CHAN;CELLID;TAC;IP;network;interface
1575988025.921;-55.0;-85.0;-2.8;-12.9;21.0;-140.0;-98.0;-85.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988026.228;-54.0;-85.0;-3.0;-13.7;21.0;-140.0;-98.0;-85.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988026.475;-53.0;-85.0;0.8;-13.7;21.0;-140.0;-98.0;-85.0;-53.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988026.721;-56.0;-85.0;1.6;-13.6;21.0;-140.0;-98.0;-85.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988026.967;-57.0;-85.0;2.2;-12.8;20.0;-140.0;-98.0;-85.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988027.213;-57.0;-85.0;2.0;-12.6;21.0;-140.0;-98.0;-85.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988027.520;-56.0;-85.0;0.4;-12.5;21.0;-140.0;-98.0;-85.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988027.766;-56.0;-85.0;0.2;-12.6;21.0;-140.0;-98.0;-85.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988028.012;-56.0;-85.0;2.0;-12.6;21.0;-140.0;-98.0;-85.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988028.258;-56.0;-84.0;2.4;-12.5;20.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988028.503;-56.0;-84.0;1.8;-12.2;21.0;-140.0;-97.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988028.811;-55.0;-84.0;2.0;-12.0;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988029.057;-55.0;-84.0;1.4;-12.2;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988029.303;-56.0;-84.0;0.0;-12.3;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988029.548;-55.0;-84.0;2.0;-12.6;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988029.795;-56.0;-84.0;1.2;-12.4;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988030.102;-56.0;-84.0;-1.2;-12.3;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988030.348;-55.0;-84.0;0.8;-12.6;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988030.594;-56.0;-84.0;1.2;-12.6;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988030.840;-56.0;-84.0;1.6;-12.1;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988031.085;-55.0;-84.0;-1.8;-12.1;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988031.393;-55.0;-84.0;2.2;-13.1;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988031.639;-56.0;-84.0;0.6;-12.5;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988031.885;-55.0;-84.0;1.4;-12.5;13.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988032.130;-54.0;-84.0;1.0;-12.2;21.0;-140.0;-98.0;-84.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988032.376;-56.0;-84.0;3.4;-12.8;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988032.684;-57.0;-83.0;2.4;-12.3;21.0;-140.0;-98.0;-83.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988032.930;-56.0;-84.0;1.0;-11.8;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988033.176;-54.0;-83.0;2.0;-12.1;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988033.422;-55.0;-83.0;1.2;-12.4;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988033.668;-55.0;-83.0;1.8;-12.5;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988033.975;-54.0;-83.0;0.8;-12.5;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988034.221;-55.0;-84.0;1.0;-12.8;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988034.467;-54.0;-83.0;0.0;-12.8;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988034.713;-55.0;-83.0;0.6;-12.7;21.0;-140.0;-97.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988034.959;-55.0;-83.0;1.0;-12.8;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988035.266;-55.0;-83.0;1.8;-12.6;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988035.512;-55.0;-83.0;3.6;-11.8;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988035.758;-56.0;-83.0;2.2;-11.6;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988036.004;-56.0;-83.0;2.2;-11.6;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988036.250;-56.0;-83.0;1.8;-11.6;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988036.557;-54.0;-83.0;2.4;-11.7;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988036.803;-54.0;-83.0;1.2;-11.9;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988037.049;-54.0;-83.0;0.4;-11.9;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988037.294;-54.0;-83.0;1.2;-12.1;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988037.540;-56.0;-83.0;2.0;-12.0;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988037.847;-55.0;-83.0;1.4;-11.8;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988038.093;-55.0;-83.0;3.0;-12.0;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988038.339;-55.0;-83.0;1.8;-11.8;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988038.649;-56.0;-83.0;0.8;-12.0;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988038.895;-54.0;-83.0;1.8;-12.0;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988039.203;-55.0;-83.0;0.6;-11.7;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988039.450;-55.0;-83.0;1.2;-11.6;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988039.695;-55.0;-83.0;1.0;-11.8;21.0;-140.0;-97.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988039.941;-56.0;-83.0;3.2;-11.6;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988040.187;-55.0;-82.0;0.6;-11.5;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988040.495;-56.0;-82.0;0.6;-11.8;21.0;-140.0;-98.0;-82.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988040.741;-54.0;-82.0;2.4;-11.9;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988040.987;-54.0;-82.0;1.4;-12.0;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988041.234;-54.0;-82.0;2.4;-12.3;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988041.480;-54.0;-82.0;3.2;-12.0;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988041.787;-54.0;-82.0;2.6;-12.1;21.0;-140.0;-97.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988042.034;-55.0;-82.0;0.8;-12.3;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988042.280;-56.0;-82.0;1.4;-12.2;12.0;-140.0;-98.0;-82.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988042.525;-55.0;-82.0;2.6;-11.9;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988042.771;-55.0;-83.0;1.2;-11.9;20.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988043.079;-55.0;-83.0;3.2;-11.9;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988043.325;-56.0;-83.0;0.6;-11.6;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988043.571;-55.0;-83.0;2.8;-11.8;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988043.817;-56.0;-83.0;2.4;-11.7;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988044.064;-54.0;-83.0;2.0;-11.8;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988044.371;-54.0;-82.0;1.6;-11.9;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988044.617;-54.0;-83.0;1.0;-12.4;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988044.862;-54.0;-83.0;1.6;-12.5;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988045.109;-55.0;-83.0;1.6;-12.4;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988045.355;-55.0;-82.0;0.4;-12.2;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988045.662;-54.0;-82.0;1.6;-11.9;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988045.908;-55.0;-82.0;2.2;-11.7;21.0;-140.0;-97.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988046.154;-55.0;-83.0;2.0;-11.7;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988046.400;-56.0;-82.0;1.0;-11.7;21.0;-140.0;-98.0;-82.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988046.645;-56.0;-83.0;0.4;-11.8;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988046.953;-54.0;-83.0;1.6;-12.0;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988047.199;-54.0;-82.0;0.8;-12.1;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988047.445;-54.0;-82.0;1.0;-12.1;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988047.691;-53.0;-83.0;0.8;-12.1;21.0;-140.0;-98.0;-83.0;-53.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988047.937;-56.0;-83.0;2.0;-12.1;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988048.244;-54.0;-82.0;1.4;-12.3;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988048.490;-54.0;-82.0;0.4;-12.4;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988048.736;-55.0;-82.0;2.0;-12.2;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988048.982;-54.0;-83.0;3.4;-12.0;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988049.228;-56.0;-82.0;1.2;-11.8;21.0;-140.0;-98.0;-82.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988049.535;-55.0;-83.0;2.6;-11.9;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988049.781;-55.0;-82.0;2.8;-11.6;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988050.027;-56.0;-82.0;2.0;-11.6;21.0;-140.0;-98.0;-82.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988050.273;-55.0;-82.0;2.2;-11.5;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988050.518;-54.0;-82.0;2.8;-11.7;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988050.826;-54.0;-82.0;1.0;-12.0;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988051.071;-54.0;-82.0;2.0;-11.8;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988051.317;-55.0;-82.0;0.8;-11.9;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988051.563;-55.0;-82.0;0.8;-11.9;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988051.809;-55.0;-82.0;1.8;-11.9;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988052.116;-54.0;-82.0;1.2;-12.1;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988052.362;-54.0;-82.0;1.0;-12.2;21.0;-140.0;-98.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988052.608;-55.0;-82.0;0.6;-12.2;11.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988052.853;-54.0;-83.0;2.6;-12.3;21.0;-140.0;-97.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988053.099;-56.0;-83.0;1.2;-12.2;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988053.407;-55.0;-83.0;1.4;-12.1;21.0;-140.0;-97.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988053.664;-55.0;-83.0;0.6;-12.1;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988053.909;-54.0;-83.0;0.6;-12.4;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988054.155;-54.0;-83.0;0.4;-12.8;21.0;-140.0;-98.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988054.401;-54.0;-83.0;0.2;-13.2;21.0;-140.0;-97.0;-83.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988054.708;-55.0;-84.0;2.2;-12.8;21.0;-140.0;-98.0;-84.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988054.954;-56.0;-84.0;1.4;-12.1;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988055.200;-57.0;-84.0;3.2;-11.9;21.0;-140.0;-98.0;-84.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988055.446;-58.0;-83.0;2.6;-11.5;21.0;-140.0;-98.0;-83.0;-58.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988055.692;-56.0;-84.0;3.2;-11.7;21.0;-140.0;-98.0;-84.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988056.000;-57.0;-84.0;3.8;-11.8;21.0;-140.0;-98.0;-84.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988056.245;-57.0;-83.0;2.6;-11.6;21.0;-140.0;-98.0;-83.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988056.492;-56.0;-83.0;2.0;-11.3;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988056.738;-56.0;-83.0;1.8;-11.6;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988056.984;-55.0;-83.0;3.2;-11.6;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988057.291;-55.0;-83.0;1.8;-11.5;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988057.538;-56.0;-83.0;1.2;-11.5;21.0;-140.0;-98.0;-83.0;-56.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988057.783;-55.0;-83.0;1.0;-11.7;21.0;-140.0;-98.0;-83.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988058.029;-55.0;-82.0;1.0;-11.9;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988058.275;-54.0;-82.0;3.2;-12.0;21.0;-140.0;-97.0;-82.0;-54.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988058.583;-55.0;-82.0;1.0;-11.6;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988058.829;-57.0;-82.0;3.6;-11.3;21.0;-140.0;-98.0;-82.0;-57.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
1575988059.075;-55.0;-82.0;1.0;-11.4;21.0;-140.0;-98.0;-82.0;-55.0;nan;nan;nan;nan;B20;10 MHz;6400;24400;;;;32328449;5;10.150.229.83;Telekom;lte_tmobile
